ID;Код марки ТС;Наименование марки ТС;Код модели ТС;Наименование модели ТС;Синоним наименования модели
376;ssangyong;ССАНГ ЕНГ;ssangyong.actyon_sports;ACTYON SPORTS;ACTYONSPORTS
376;ssangyong;ССАНГ ЕНГ;ssangyong.actyon_sports;ACTYON SPORTS;АКТИОНСПОРТС
377;ssangyong;ССАНГ ЕНГ;ssangyong.kyron;KYRON;KYRON
377;ssangyong;ССАНГ ЕНГ;ssangyong.kyron;KYRON;КАЙРОН
378;ssangyong;ССАНГ ЕНГ;ssangyong.rexton;REXTON;REXTON
378;ssangyong;ССАНГ ЕНГ;ssangyong.rexton;REXTON;РЕКСТОН
379;subaru;СУБАРУ;subaru.outback;OUTBACK;OUTBACK
379;subaru;СУБАРУ;subaru.outback;OUTBACK;АУТБЭК
379;subaru;СУБАРУ;subaru.outback;OUTBACK;АУТБЕК30AWD
380;subaru;СУБАРУ;subaru.impreza;IMPREZA;IMPREZA
380;subaru;СУБАРУ;subaru.impreza;IMPREZA;ИМПРЕЗА
380;subaru;СУБАРУ;subaru.impreza;IMPREZA;ИМПРЕЗАXV
381;subaru;СУБАРУ;subaru.legacy;LEGACY;LEGACY
381;subaru;СУБАРУ;subaru.legacy;LEGACY;ЛЕГАСИ
381;subaru;СУБАРУ;subaru.legacy;LEGACY;LEGACYB4
382;subaru;СУБАРУ;subaru.forester;FORESTER;FORESTER
382;subaru;СУБАРУ;subaru.forester;FORESTER;ФОРЕСТЕР
383;suzuki;СУЗУКИ;suzuki.grand_vitara;GRAND VITARA;GRANDVITARA
383;suzuki;СУЗУКИ;suzuki.grand_vitara;GRAND VITARA;ГРАНДВИТАРА
384;suzuki;СУЗУКИ;suzuki.jimny;JIMNY;JIMNY
384;suzuki;СУЗУКИ;suzuki.jimny;JIMNY;ДЖИМНИ
385;suzuki;СУЗУКИ;suzuki.liana;LIANA;LIANA
385;suzuki;СУЗУКИ;suzuki.liana;LIANA;ЛИАНА
386;suzuki;СУЗУКИ;suzuki.sx4;SX4;SX4
387;tatra;ТАТРА;tatra.t_815;T 815;T 815
388;tesla;ТЕСЛА;tesla.model_3;MODEL 3;MODEL3
389;tesla;ТЕСЛА;tesla.model_x;MODEL X;MODELX
390;tesla;ТЕСЛА;tesla.model_s;MODEL S;MODELS
391;tesla;ТЕСЛА;tesla.model_y;MODEL Y;MODELY
392;toyota;ТОЙОТА;toyota.avensis;AVENSIS;AVENSIS
392;toyota;ТОЙОТА;toyota.avensis;AVENSIS;АВЕНСИС
393;toyota;ТОЙОТА;toyota.alphard;ALPHARD;ALPHARD
393;toyota;ТОЙОТА;toyota.alphard;ALPHARD;АЛЬФАРД
394;toyota;ТОЙОТА;toyota.vitz;VITZ;VITZ
394;toyota;ТОЙОТА;toyota.vitz;VITZ;ВИТЦ
395;toyota;ТОЙОТА;toyota.dyna;DYNA;DYNA
395;toyota;ТОЙОТА;toyota.dyna;DYNA;ДАЙНА
396;toyota;ТОЙОТА;toyota.camry;CAMRY;CAMRY
396;toyota;ТОЙОТА;toyota.camry;CAMRY;КАМРИ
396;toyota;ТОЙОТА;toyota.camry;CAMRY;CAMRYGSV70LREZGBX
396;toyota;ТОЙОТА;toyota.camry;CAMRY;CAMRYASV70LRETNKX
396;toyota;ТОЙОТА;toyota.camry;CAMRY;CAMRYAXVA70LREZNBX
396;toyota;ТОЙОТА;toyota.camry;CAMRY;CAMRYMXVA71LREXNBX
397;toyota;ТОЙОТА;toyota.corolla;COROLLA;COROLLA
397;toyota;ТОЙОТА;toyota.corolla;COROLLA;КОРОЛЛА
397;toyota;ТОЙОТА;toyota.corolla;COROLLA;COROLLAFIELDER
397;toyota;ТОЙОТА;toyota.corolla;COROLLA;COROLLASPACIO
398;toyota;ТОЙОТА;toyota.coaster;COASTER;COASTER
398;toyota;ТОЙОТА;toyota.coaster;COASTER;КОАСТЕР
399;toyota;ТОЙОТА;toyota.crown;CROWN;CROWN
399;toyota;ТОЙОТА;toyota.crown;CROWN;КРАУН
400;toyota;ТОЙОТА;toyota.land_cruiser;LAND CRUISER;LANDCRUISER
400;toyota;ТОЙОТА;toyota.land_cruiser;LAND CRUISER;ЛЕНДКРУЗЕР
400;toyota;ТОЙОТА;toyota.land_cruiser;LAND CRUISER;LANDCRUISER100
400;toyota;ТОЙОТА;toyota.land_cruiser;LAND CRUISER;LANDCRUISER200
400;toyota;ТОЙОТА;toyota.land_cruiser;LAND CRUISER;ЛЕНДКРУИЗЕР
400;toyota;ТОЙОТА;toyota.land_cruiser;LAND CRUISER;ЛЕНДКРУЗЕР100
400;toyota;ТОЙОТА;toyota.land_cruiser;LAND CRUISER;ЛЕНДКРУИЗЕР105
400;toyota;ТОЙОТА;toyota.land_cruiser;LAND CRUISER;ЛЕНДКРУЗЕР105
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;LANDCRUISERPRADO
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛЕНДКРУЗЕРПРАДО
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;LANDCRUISER120
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;LANDCRUISER150PRADO
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;LANDCRUISER150GDJ150LGKTE
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;LANDCRUISER150
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛАНДКРУЗЕР120
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛЕНДКРУЗЕР120ПРАДО
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛЕНДКРУИЗЕРПРАДО
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛАНДКРУЗЕР150ПРАДО
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛЕНДКРУЗЕРПРАДО150
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛЕНДКРУЗЕР150ПРАДО
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛЕНДКРУИЗЕР150ПРАДО
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛАНДКРУЗЕР200
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛЕНДКРУИЗЕР200
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;ЛЕНДКРУЗЕР200
401;toyota;ТОЙОТА;toyota.land_cruiser_prado;LAND CRUISER PRADO;LANDCRUISERPRADOGX
402;toyota;ТОЙОТА;toyota.mark_ii;MARK II;MARKII
402;toyota;ТОЙОТА;toyota.mark_ii;MARK II;МАРК2
403;toyota;ТОЙОТА;toyota.prius;PRIUS;PRIUS
403;toyota;ТОЙОТА;toyota.prius;PRIUS;ПРИУС
403;toyota;ТОЙОТА;toyota.prius;PRIUS;ПРИУСГИБРИД
404;toyota;ТОЙОТА;toyota.rav4;RAV4;RAV4
404;toyota;ТОЙОТА;toyota.rav4;RAV4;РАВ4
404;toyota;ТОЙОТА;toyota.rav4;RAV4;RAV4MXAA52LRNXMBX
404;toyota;ТОЙОТА;toyota.rav4;RAV4;РАВ4MXAA52LRNXMBX
405;toyota;ТОЙОТА;toyota.tundra;TUNDRA;TUNDRA
405;toyota;ТОЙОТА;toyota.tundra;TUNDRA;ТУНДРА
406;toyota;ТОЙОТА;toyota.hilux;HILUX;HILUX
406;toyota;ТОЙОТА;toyota.hilux;HILUX;ХАЙЛЮКС
407;toyota;ТОЙОТА;toyota.highlander;HIGHLANDER;HIGHLANDER
407;toyota;ТОЙОТА;toyota.highlander;HIGHLANDER;ХАЙЛЕНДЕР
408;toyota;ТОЙОТА;toyota.hiace;HIACE;HIACE
408;toyota;ТОЙОТА;toyota.hiace;HIACE;ХАЙС
409;toyota;ТОЙОТА;toyota.c-hr;C-HR;CHR
409;toyota;ТОЙОТА;toyota.c-hr;C-HR;СХР
410;toyota;ТОЙОТА;toyota.yaris;YARIS;YARIS
410;toyota;ТОЙОТА;toyota.yaris;YARIS;ЯРИС
411;uaz;УАЗ;uaz.3909;3909;3909
412;uaz;УАЗ;uaz.patriot;PATRIOT;PATRIOT
412;uaz;УАЗ;uaz.patriot;PATRIOT;ПАТРИОТ
412;uaz;УАЗ;uaz.patriot;PATRIOT;31631
412;uaz;УАЗ;uaz.patriot;PATRIOT;31638
412;uaz;УАЗ;uaz.patriot;PATRIOT;236321
413;uaz;УАЗ;uaz.pickup;PICKUP;PICKUP
413;uaz;УАЗ;uaz.pickup;PICKUP;ПИКАП
414;uaz;УАЗ;uaz.hunter;HUNTER;HUNTER
414;uaz;УАЗ;uaz.hunter;HUNTER;ХАНТЕР
415;ural;УРАЛ;ural.4320;4320;4320
416;faw;ФАВ;faw.10xx;10XX;10XX
417;faw;ФАВ;faw.bestune_b70;BESTUNE B70;BESTUNEB70
417;faw;ФАВ;faw.bestune_b70;BESTUNE B70;БЕСТЮНБ70
418;faw;ФАВ;faw.bestune_t77;BESTUNE T77;BESTUNET77
418;faw;ФАВ;faw.bestune_t77;BESTUNE T77;БЕСТЮНЕ77
418;faw;ФАВ;faw.bestune_t77;BESTUNE T77;BESTUNET77СА6455А6А
419;faw;ФАВ;faw.j6;J6;J6
420;faw;ФАВ;faw.j7;J7;J7
420;faw;ФАВ;faw.j7;J7;J7СА4180Р77К25Е5
420;faw;ФАВ;faw.j7;J7;J7CA4180P77K25E5
421;ferrari;ФЕРРАРИ;ferrari.sf90;SF90;SF90
422;fiat;ФИАТ;fiat.ducato;DUCATO;DUCATO
422;fiat;ФИАТ;fiat.ducato;DUCATO;FST613
422;fiat;ФИАТ;fiat.ducato;DUCATO;ДУКАТО
422;fiat;ФИАТ;fiat.ducato;DUCATO;ДУКАТО25D
422;fiat;ФИАТ;fiat.ducato;DUCATO;L4H2M2FA
423;fiat;ФИАТ;fiat.scudo;SCUDO;SCUDO
423;fiat;ФИАТ;fiat.scudo;SCUDO;СКУДО
424;volkswagen;ФОЛЬКСВАГЕН;volkswagen.amarok;AMAROK;AMAROK
424;volkswagen;ФОЛЬКСВАГЕН;volkswagen.amarok;AMAROK;АМАРОК
424;volkswagen;ФОЛЬКСВАГЕН;volkswagen.amarok;AMAROK;2HAMAROK
424;volkswagen;ФОЛЬКСВАГЕН;volkswagen.amarok;AMAROK;2НАМАRОК
424;volkswagen;ФОЛЬКСВАГЕН;volkswagen.amarok;AMAROK;AMAROK2H
425;volkswagen;ФОЛЬКСВАГЕН;volkswagen.golf;GOLF;GOLF
425;volkswagen;ФОЛЬКСВАГЕН;volkswagen.golf;GOLF;ГОЛЬФ
426;volkswagen;ФОЛЬКСВАГЕН;volkswagen.jetta;JETTA;JETTA
426;volkswagen;ФОЛЬКСВАГЕН;volkswagen.jetta;JETTA;ДЖЕТТА
427;volkswagen;ФОЛЬКСВАГЕН;volkswagen.caddy;CADDY;CADDY
427;volkswagen;ФОЛЬКСВАГЕН;volkswagen.caddy;CADDY;КАДДИ
427;volkswagen;ФОЛЬКСВАГЕН;volkswagen.caddy;CADDY;2KNCADDY
428;volkswagen;ФОЛЬКСВАГЕН;volkswagen.caravelle;CARAVELLE;CARAVELLE
428;volkswagen;ФОЛЬКСВАГЕН;volkswagen.caravelle;CARAVELLE;КАРАВЕЛЛА
428;volkswagen;ФОЛЬКСВАГЕН;volkswagen.caravelle;CARAVELLE;WV27HCCARAVELLE
429;volkswagen;ФОЛЬКСВАГЕН;volkswagen.crafter;CRAFTER;CRAFTER
429;volkswagen;ФОЛЬКСВАГЕН;volkswagen.crafter;CRAFTER;КРАФТЕР
429;volkswagen;ФОЛЬКСВАГЕН;volkswagen.crafter;CRAFTER;224372
430;volkswagen;ФОЛЬКСВАГЕН;volkswagen.multivan;MULTIVAN;MULTIVAN
430;volkswagen;ФОЛЬКСВАГЕН;volkswagen.multivan;MULTIVAN;МУЛЬТИВЕН
430;volkswagen;ФОЛЬКСВАГЕН;volkswagen.multivan;MULTIVAN;7HCMULTIVAN
430;volkswagen;ФОЛЬКСВАГЕН;volkswagen.multivan;MULTIVAN;7НСMULTIVAN
431;volkswagen;ФОЛЬКСВАГЕН;volkswagen.passat;PASSAT;PASSAT
431;volkswagen;ФОЛЬКСВАГЕН;volkswagen.passat;PASSAT;ПАССАТ
431;volkswagen;ФОЛЬКСВАГЕН;volkswagen.passat;PASSAT;PASSAT18T
431;volkswagen;ФОЛЬКСВАГЕН;volkswagen.passat;PASSAT;РАSSАТ
432;volkswagen;ФОЛЬКСВАГЕН;volkswagen.polo;POLO;POLO
432;volkswagen;ФОЛЬКСВАГЕН;volkswagen.polo;POLO;ПОЛО
432;volkswagen;ФОЛЬКСВАГЕН;volkswagen.polo;POLO;ПОЛОРОLО
432;volkswagen;ФОЛЬКСВАГЕН;volkswagen.polo;POLO;ПОЛОПОЛО
432;volkswagen;ФОЛЬКСВАГЕН;volkswagen.polo;POLO;РОLО
432;volkswagen;ФОЛЬКСВАГЕН;volkswagen.polo;POLO;РОLО14
432;volkswagen;ФОЛЬКСВАГЕН;volkswagen.polo;POLO;VОLКSVАGЕNРОLО
433;volkswagen;ФОЛЬКСВАГЕН;volkswagen.scirocco;SCIROCCO;SCIROCCO
433;volkswagen;ФОЛЬКСВАГЕН;volkswagen.scirocco;SCIROCCO;СИРОККО
434;volkswagen;ФОЛЬКСВАГЕН;volkswagen.tavendor;TAVENDOR;TAVENDOR
434;volkswagen;ФОЛЬКСВАГЕН;volkswagen.tavendor;TAVENDOR;ТАВЕНДОР
435;volkswagen;ФОЛЬКСВАГЕН;volkswagen.tayron;TAYRON;TAYRON
435;volkswagen;ФОЛЬКСВАГЕН;volkswagen.tayron;TAYRON;ТАЙРОН
436;volkswagen;ФОЛЬКСВАГЕН;volkswagen.teramont;TERAMONT;TERAMONT
436;volkswagen;ФОЛЬКСВАГЕН;volkswagen.teramont;TERAMONT;ТЕРАМОНТ
437;volkswagen;ФОЛЬКСВАГЕН;volkswagen.tiguan;TIGUAN;TIGUAN
437;volkswagen;ФОЛЬКСВАГЕН;volkswagen.tiguan;TIGUAN;ТИГУАН
438;volkswagen;ФОЛЬКСВАГЕН;volkswagen.transporter;TRANSPORTER;TRANSPORTER
438;volkswagen;ФОЛЬКСВАГЕН;volkswagen.transporter;TRANSPORTER;ТРАНСПОРТ
438;volkswagen;ФОЛЬКСВАГЕН;volkswagen.transporter;TRANSPORTER;ТРАНСПОРТЕР
439;volkswagen;ФОЛЬКСВАГЕН;volkswagen.touareg;TOUAREG;TOUAREG
439;volkswagen;ФОЛЬКСВАГЕН;volkswagen.touareg;TOUAREG;ТУАРЕГ
439;volkswagen;ФОЛЬКСВАГЕН;volkswagen.touareg;TOUAREG;ТАУРЕГ
440;ford;ФОРД;ford.cargo;CARGO;CARGO
440;ford;ФОРД;ford.cargo;CARGO;КАРГО
441;ford;ФОРД;ford.kuga;KUGA;KUGA
441;ford;ФОРД;ford.kuga;KUGA;КУГА
442;ford;ФОРД;ford.mondeo;MONDEO;MONDEO
442;ford;ФОРД;ford.mondeo;MONDEO;МОНДЕО
443;ford;ФОРД;ford.mustang;MUSTANG;MUSTANG
443;ford;ФОРД;ford.mustang;MUSTANG;МУСТАНГ
444;ford;ФОРД;ford.ranger;RANGER;RANGER
444;ford;ФОРД;ford.ranger;RANGER;РЕЙНДЖЕР
445;ford;ФОРД;ford.transit;TRANSIT;TRANSIT
445;ford;ФОРД;ford.transit;TRANSIT;ТРАНЗИТ
445;ford;ФОРД;ford.transit;TRANSIT;TRANSITFCD
445;ford;ФОРД;ford.transit;TRANSIT;TRANSITFСD
445;ford;ФОРД;ford.transit;TRANSIT;TRANSITFCD350M
445;ford;ФОРД;ford.transit;TRANSIT;TRANSITFСD350М
445;ford;ФОРД;ford.transit;TRANSIT;222700
445;ford;ФОРД;ford.transit;TRANSIT;222702
445;ford;ФОРД;ford.transit;TRANSIT;222708
445;ford;ФОРД;ford.transit;TRANSIT;222709
446;ford;ФОРД;ford.f-150;F-150;F150
446;ford;ФОРД;ford.f-150;F-150;Ф150
447;ford;ФОРД;ford.f-max;F-MAX;FMAX
447;ford;ФОРД;ford.f-max;F-MAX;ФМАКС
448;ford;ФОРД;ford.fiesta;FIESTA;FIESTA
448;ford;ФОРД;ford.fiesta;FIESTA;ФИЕСТА
448;ford;ФОРД;ford.fiesta;FIESTA;ФИЕСТАTREND
448;ford;ФОРД;ford.fiesta;FIESTA;ФИЕСТАТRЕND
449;ford;ФОРД;ford.focus;FOCUS;FOCUS
449;ford;ФОРД;ford.focus;FOCUS;ФОКУС
450;ford;ФОРД;ford.fusion;FUSION;FUSION
450;ford;ФОРД;ford.fusion;FUSION;ФЬЮЖН
451;ford;ФОРД;ford.explorer;EXPLORER;EXPLORER
451;ford;ФОРД;ford.explorer;EXPLORER;ЭКСПЛОРЕР
451;ford;ФОРД;ford.explorer;EXPLORER;EXPLORERLIMITED
451;ford;ФОРД;ford.explorer;EXPLORER;ЭКСПЛОРЕРЛТД
452;foton;ФОТОН;foton.auman_est_a;AUMAN EST A;AUMANESTA
452;foton;ФОТОН;foton.auman_est_a;AUMAN EST A;АУМАНЕСТА
453;foton;ФОТОН;foton.s120;S120;S120
453;foton;ФОТОН;foton.s120;S120;С120
454;foton;ФОТОН;foton.toano;TOANO;TOANO
454;foton;ФОТОН;foton.toano;TOANO;ТОАНО
455;freightliner;ФРЕЙТЛАЙНЕР;freightliner.columbia;COLUMBIA;COLUMBIA
455;freightliner;ФРЕЙТЛАЙНЕР;freightliner.columbia;COLUMBIA;КОЛАМБИЯ
456;freightliner;ФРЕЙТЛАЙНЕР;freightliner.century_class;CENTURY CLASS;CENTURYCLASS
456;freightliner;ФРЕЙТЛАЙНЕР;freightliner.century_class;CENTURY CLASS;СЕНЧУРИКЛАСС
456;freightliner;ФРЕЙТЛАЙНЕР;freightliner.century_class;CENTURY CLASS;CENTURYCLASSST
457;fuso;ФУСО;fuso.canter;САNТЕR;САNТЕR
458;fuso;ФУСО;fuso.fighter;FIGHTER;FIGHTER
459;haval;ХАВЕЙЛ;haval.jolion;JOLION;JOLION
459;haval;ХАВЕЙЛ;haval.jolion;JOLION;ДЖОЛИОН
459;haval;ХАВЕЙЛ;haval.jolion;JOLION;JOLIONCC7150BA01B
459;haval;ХАВЕЙЛ;haval.jolion;JOLION;JOLIONСС7150ВА01В
459;haval;ХАВЕЙЛ;haval.jolion;JOLION;JOLIONCC7150BA24C
459;haval;ХАВЕЙЛ;haval.jolion;JOLION;JOLIONСС7150ВА24С
460;haval;ХАВЕЙЛ;haval.f7;F7;F7
460;haval;ХАВЕЙЛ;haval.f7;F7;Ф7
460;haval;ХАВЕЙЛ;haval.f7;F7;F7X
460;haval;ХАВЕЙЛ;haval.f7;F7;F7CC6465UM09C
460;haval;ХАВЕЙЛ;haval.f7;F7;F7СС6465UМ09С
460;haval;ХАВЕЙЛ;haval.f7;F7;F7CC6475UM09C
460;haval;ХАВЕЙЛ;haval.f7;F7;F7СС6475UМ09С
460;haval;ХАВЕЙЛ;haval.f7;F7;F7CC6475UM22B
460;haval;ХАВЕЙЛ;haval.f7;F7;F7СС6475UМ22В
460;haval;ХАВЕЙЛ;haval.f7;F7;ХАВАЛF7СС6465UМ22В
461;haval;ХАВЕЙЛ;haval.h5;H5;H5
461;haval;ХАВЕЙЛ;haval.h5;H5;Н5
462;higer;ХАЙГЕР;higer.klq_6119;KLQ 6119;KLQ6119
463;higer;ХАЙГЕР;higer.klq_6129;KLQ 6129;KLQ6129
464;higer;ХАЙГЕР;higer.klq_6885;KLQ 6885;KLQ6885
465;hummer;ХАММЕР;hummer.h2;H2;H2
466;hyundai;ХЕНДЭ;hyundai.accent;ACCENT;ACCENT
466;hyundai;ХЕНДЭ;hyundai.accent;ACCENT;АКЦЕНТ
466;hyundai;ХЕНДЭ;hyundai.accent;ACCENT;АКЦЕНТGS
466;hyundai;ХЕНДЭ;hyundai.accent;ACCENT;АССЕNТ
466;hyundai;ХЕНДЭ;hyundai.accent;ACCENT;ХЕНДАЙACCENT
466;hyundai;ХЕНДЭ;hyundai.accent;ACCENT;ХУНДАЙACCENT
466;hyundai;ХЕНДЭ;hyundai.accent;ACCENT;ХУНДАЙАКЦЕНТ
467;hyundai;ХЕНДЭ;hyundai.getz;GETZ;GETZ
467;hyundai;ХЕНДЭ;hyundai.getz;GETZ;ГЕТЦ
467;hyundai;ХЕНДЭ;hyundai.getz;GETZ;GETZ14GLAT
467;hyundai;ХЕНДЭ;hyundai.getz;GETZ;GETZGL14MT
467;hyundai;ХЕНДЭ;hyundai.getz;GETZ;GETZGLS13
467;hyundai;ХЕНДЭ;hyundai.getz;GETZ;ГЕТЦGLS14AT
468;hyundai;ХЕНДЭ;hyundai.grand_starex;GRAND STAREX;GRANDSTAREX
468;hyundai;ХЕНДЭ;hyundai.grand_starex;GRAND STAREX;ГРАНДСТАРЕКС
468;hyundai;ХЕНДЭ;hyundai.grand_starex;GRAND STAREX;STAREX
468;hyundai;ХЕНДЭ;hyundai.grand_starex;GRAND STAREX;СТАРЕКС
469;hyundai;ХЕНДЭ;hyundai.i30;I30;I30
469;hyundai;ХЕНДЭ;hyundai.i30;I30;АЙ30
469;hyundai;ХЕНДЭ;hyundai.i30;I30;I3014GLMT
469;hyundai;ХЕНДЭ;hyundai.i30;I30;I3014GLМТ
469;hyundai;ХЕНДЭ;hyundai.i30;I30;I3016ATGLS
469;hyundai;ХЕНДЭ;hyundai.i30;I30;I3016GLSMT
469;hyundai;ХЕНДЭ;hyundai.i30;I30;I3016MTGL
470;hyundai;ХЕНДЭ;hyundai.i40;I40;I40
470;hyundai;ХЕНДЭ;hyundai.i40;I40;АЙ40
471;hyundai;ХЕНДЭ;hyundai.ix35;IX35;IX35
471;hyundai;ХЕНДЭ;hyundai.ix35;IX35;АЙИКС35
471;hyundai;ХЕНДЭ;hyundai.ix35;IX35;IX3520GLSAT
471;hyundai;ХЕНДЭ;hyundai.ix35;IX35;IX3520GLAT
471;hyundai;ХЕНДЭ;hyundai.ix35;IX35;IХ35
472;hyundai;ХЕНДЭ;hyundai.county;COUNTY;COUNTY
472;hyundai;ХЕНДЭ;hyundai.county;COUNTY;КАУНТИ
473;hyundai;ХЕНДЭ;hyundai.creta;CRETA;CRETA
473;hyundai;ХЕНДЭ;hyundai.creta;CRETA;КРЕТА
474;hyundai;ХЕНДЭ;hyundai.mufasa;MUFASA;MUFASA
474;hyundai;ХЕНДЭ;hyundai.mufasa;MUFASA;МУФАСА
475;hyundai;ХЕНДЭ;hyundai.palisade;PALISADE;PALISADE
475;hyundai;ХЕНДЭ;hyundai.palisade;PALISADE;ПАЛИСАД
476;hyundai;ХЕНДЭ;hyundai.porter;PORTER;PORTER
476;hyundai;ХЕНДЭ;hyundai.porter;PORTER;ПОРТЕР
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;SANTAFE
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;САНТАФЕ
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;САНТАФЕ22
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;SANTAFE22GLSAT
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;SАNТАFЕ22GLSАТ
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;САНТАФЕ24АТ
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;САНТАФЕ27GLSAT
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;САНТАФЕ27GLS
477;hyundai;ХЕНДЭ;hyundai.santa_fe;SANTA FE;САНТАФЕGLS
478;hyundai;ХЕНДЭ;hyundai.solaris;SOLARIS;SOLARIS
478;hyundai;ХЕНДЭ;hyundai.solaris;SOLARIS;СОЛЯРИС
478;hyundai;ХЕНДЭ;hyundai.solaris;SOLARIS;SOLARISНУNDАISОLАRIS
478;hyundai;ХЕНДЭ;hyundai.solaris;SOLARIS;SОLАRIS
479;hyundai;ХЕНДЭ;hyundai.sonata;SONATA;SONATA
479;hyundai;ХЕНДЭ;hyundai.sonata;SONATA;СОНАТА
479;hyundai;ХЕНДЭ;hyundai.sonata;SONATA;SONATA20AT
479;hyundai;ХЕНДЭ;hyundai.sonata;SONATA;SОNАТА
479;hyundai;ХЕНДЭ;hyundai.sonata;SONATA;СОНАТА20АТ
479;hyundai;ХЕНДЭ;hyundai.sonata;SONATA;СОНАТАNEW20GLSAUTO
480;hyundai;ХЕНДЭ;hyundai.tucson;TUCSON;TUCSON
480;hyundai;ХЕНДЭ;hyundai.tucson;TUCSON;ТУССАН
480;hyundai;ХЕНДЭ;hyundai.tucson;TUCSON;TUCSON20GLS
480;hyundai;ХЕНДЭ;hyundai.tucson;TUCSON;ТUСSОN20GLSАТ
480;hyundai;ХЕНДЭ;hyundai.tucson;TUCSON;ТУКСОН
480;hyundai;ХЕНДЭ;hyundai.tucson;TUCSON;ТУКСОН20GLSAT
481;hyundai;ХЕНДЭ;hyundai.hd78;HD78;HD78
482;hyundai;ХЕНДЭ;hyundai.elantra;ELANTRA;ELANTRA
482;hyundai;ХЕНДЭ;hyundai.elantra;ELANTRA;ЭЛАНТРА
482;hyundai;ХЕНДЭ;hyundai.elantra;ELANTRA;ELANTRA16GL
482;hyundai;ХЕНДЭ;hyundai.elantra;ELANTRA;ELANTRA16GLS
482;hyundai;ХЕНДЭ;hyundai.elantra;ELANTRA;ЕLАNТRА16GLS
482;hyundai;ХЕНДЭ;hyundai.elantra;ELANTRA;ЭЛАНТРА16GLMT
482;hyundai;ХЕНДЭ;hyundai.elantra;ELANTRA;ЭЛАНТРА16МТ
482;hyundai;ХЕНДЭ;hyundai.elantra;ELANTRA;ЭЛАНТРАGLS
483;hyundai;ХЕНДЭ;hyundai.universe;UNIVERSE;UNIVERSE
483;hyundai;ХЕНДЭ;hyundai.universe;UNIVERSE;ЮНИВЕРС
483;hyundai;ХЕНДЭ;hyundai.universe;UNIVERSE;УНИВЕРС
484;hino;ХИНО;hino.series_300;SERIES 300;SERIES300
484;hino;ХИНО;hino.series_300;SERIES 300;37630A
485;hino;ХИНО;hino.series_500;SERIES 500;SERIES500
485;hino;ХИНО;hino.series_500;SERIES 500;500
486;howo;ХОВО;howo.zz3327;ZZ3327;ZZ3327
486;howo;ХОВО;howo.zz3327;ZZ3327;ZZ3327N3647W
487;honda;ХОНДА;honda.avancier;AVANCIER;AVANCIER
487;honda;ХОНДА;honda.avancier;AVANCIER;АВАНСЕР
488;honda;ХОНДА;honda.accord;ACCORD;ACCORD
488;honda;ХОНДА;honda.accord;ACCORD;АККОРД
489;honda;ХОНДА;honda.stepwgn;STEPWGN;STEPWGN
489;honda;ХОНДА;honda.stepwgn;STEPWGN;СТЭПВЭГОН
490;honda;ХОНДА;honda.stream;STREAM;STREAM
490;honda;ХОНДА;honda.stream;STREAM;СТРИМ
491;honda;ХОНДА;honda.fit;FIT;FIT
491;honda;ХОНДА;honda.fit;FIT;ФИТ
492;honda;ХОНДА;honda.freed;FREED;FREED
492;honda;ХОНДА;honda.freed;FREED;ФРИД
492;honda;ХОНДА;honda.freed;FREED;FREEDHYBRID
492;honda;ХОНДА;honda.freed;FREED;FREEDSPIKE
493;honda;ХОНДА;honda.civic;CIVIC;CIVIC
493;honda;ХОНДА;honda.civic;CIVIC;ЦИВИК
493;honda;ХОНДА;honda.civic;CIVIC;СIVIC
493;honda;ХОНДА;honda.civic;CIVIC;СIVIС
