ID;Код марки ТС;Наименование марки ТС;Код модели ТС;Наименование модели ТС;Синоним наименования модели
157;kenworth;КЕНВОРТ;kenworth.t2000;T2000;T2000
158;kia;КИА;kia.bongo;BONGO;BONGO
158;kia;КИА;kia.bongo;BONGO;БОНГО3
158;kia;КИА;kia.bongo;BONGO;БОНГО
158;kia;КИА;kia.bongo;BONGO;BONGO3
158;kia;КИА;kia.bongo;BONGO;BONGO111
159;kia;КИА;kia.granbird;GRANBIRD;GRANBIRD
159;kia;КИА;kia.granbird;GRANBIRD;ГРАНБИРД
159;kia;КИА;kia.granbird;GRANBIRD;ГРАНБЕРД
160;kia;КИА;kia.granbird_silkroad;GRANBIRD SILKROAD;GRANBIRDSILKROAD
161;kia;КИА;kia.k5;K5;K5
162;kia;КИА;kia.carnival;CARNIVAL;CARNIVAL
162;kia;КИА;kia.carnival;CARNIVAL;КАРНИВАЛ
163;kia;КИА;kia.mohave;MOHAVE;MOHAVE
163;kia;КИА;kia.mohave;MOHAVE;МОХАВ
163;kia;КИА;kia.mohave;MOHAVE;МОХАВ BORREGO
164;kia;КИА;kia.optima;OPTIMA;OPTIMA
164;kia;КИА;kia.optima;OPTIMA;ОПТИМА
164;kia;КИА;kia.optima;OPTIMA;JFOPTIMA
164;kia;КИА;kia.optima;OPTIMA;JFОПТИМА
165;kia;КИА;kia.picanto;PICANTO;PICANTO
165;kia;КИА;kia.picanto;PICANTO;JAPICANTO
165;kia;КИА;kia.picanto;PICANTO;ПИКАНТО
166;kia;КИА;kia.rio;RIO;RIO
166;kia;КИА;kia.rio;RIO;РИО
166;kia;КИА;kia.rio;RIO;РИОKIARIO
166;kia;КИА;kia.rio;RIO;DEJBRIO
166;kia;КИА;kia.rio;RIO;KIARIO
167;kia;КИА;kia.seltos;SELTOS;SELTOS
167;kia;КИА;kia.seltos;SELTOS;SP2SELTOS
167;kia;КИА;kia.seltos;SELTOS;СЕЛТОС
168;kia;КИА;kia.ceed;CEED;CEED
168;kia;КИА;kia.ceed;CEED;CEEDJ7W5D261F
168;kia;КИА;kia.ceed;CEED;JDCEED
168;kia;КИА;kia.ceed;CEED;JDСИД
168;kia;КИА;kia.ceed;CEED;СИДJD
168;kia;КИА;kia.ceed;CEED;СИИД
168;kia;КИА;kia.ceed;CEED;СИД
168;kia;КИА;kia.ceed;CEED;CDCEED
168;kia;КИА;kia.ceed;CEED;EDСИИД
168;kia;КИА;kia.ceed;CEED;EDCEED
168;kia;КИА;kia.ceed;CEED;СИДED
169;kia;КИА;kia.sorento;SORENTO;SORENTO
169;kia;КИА;kia.sorento;SORENTO;СОРЕНТО
169;kia;КИА;kia.sorento;SORENTO;BLSORENTOJC5248
169;kia;КИА;kia.sorento;SORENTO;XMFLSORENTO
169;kia;КИА;kia.sorento;SORENTO;XMSORENTO
169;kia;КИА;kia.sorento;SORENTO;ХМСОРЕНТО
169;kia;КИА;kia.sorento;SORENTO;UMSORENTO
169;kia;КИА;kia.sorento;SORENTO;KIAXMFLSORENTO
170;kia;КИА;kia.soul;SOUL;SOUL
170;kia;КИА;kia.soul;SOUL;СОУЛ
170;kia;КИА;kia.soul;SOUL;SK3SOUL
170;kia;КИА;kia.soul;SOUL;PSSOUL
170;kia;КИА;kia.soul;SOUL;AMSOUL
171;kia;КИА;kia.sportage;SPORTAGE;SPORTAGE
171;kia;КИА;kia.sportage;SPORTAGE;QLESPORTAGE
171;kia;КИА;kia.sportage;SPORTAGE;SLSSPORTAGESLSLS
171;kia;КИА;kia.sportage;SPORTAGE;СПОРТЕЙДЖQLE
171;kia;КИА;kia.sportage;SPORTAGE;СПОРТЕЙДЖ
171;kia;КИА;kia.sportage;SPORTAGE;СЛССПОРТЕИДЖСЛСЛС
172;kia;КИА;kia.cerato;CERATO;CERATO
172;kia;КИА;kia.cerato;CERATO;ЦЕРАТО
172;kia;КИА;kia.cerato;CERATO;BDCERATOFORTE
172;kia;КИА;kia.cerato;CERATO;YDCERATOFORTE
172;kia;КИА;kia.cerato;CERATO;YDЦЕРАТОФОРТЭ
173;king_long;КИНГЛОНГ;king_long.xmq6129;XMQ6129;XMQ6129
174;king_long;КИНГЛОНГ;king_long.xmq6900;XMQ6900;XMQ6900
175;chrysler;КРАЙСЛЕР;chrysler.300c;300C;300C
175;chrysler;КРАЙСЛЕР;chrysler.300c;300C;300
176;chrysler;КРАЙСЛЕР;chrysler.voyager;VOYAGER;VOYAGER
176;chrysler;КРАЙСЛЕР;chrysler.voyager;VOYAGER;ВОЯДЖЕР
177;chrysler;КРАЙСЛЕР;chrysler.pt_cruiser;PT CRUISER;PTCRUISER
177;chrysler;КРАЙСЛЕР;chrysler.pt_cruiser;PT CRUISER;ПИТИКРУЗЕР
178;chrysler;КРАЙСЛЕР;chrysler.sebring;SEBRING;SEBRING
178;chrysler;КРАЙСЛЕР;chrysler.sebring;SEBRING;СЕБРИНГ
179;lada;ЛАДА;lada.2104;2104;2104
179;lada;ЛАДА;lada.2104;2104;ВАЗ2104
179;lada;ЛАДА;lada.2104;2104;21041
179;lada;ЛАДА;lada.2104;2104;2104120
179;lada;ЛАДА;lada.2104;2104;ВАЗ21041
179;lada;ЛАДА;lada.2104;2104;21043
179;lada;ЛАДА;lada.2104;2104;ВАЗ21043
180;lada;ЛАДА;lada.2105;2105;2105
180;lada;ЛАДА;lada.2105;2105;ВАЗ2105
180;lada;ЛАДА;lada.2105;2105;21051
180;lada;ЛАДА;lada.2105;2105;ВАЗ21051
180;lada;ЛАДА;lada.2105;2105;21053
180;lada;ЛАДА;lada.2105;2105;ВАЗ21053
181;lada;ЛАДА;lada.2106;2106;2106
181;lada;ЛАДА;lada.2106;2106;ВАЗ2106
181;lada;ЛАДА;lada.2106;2106;21060
181;lada;ЛАДА;lada.2106;2106;ВАЗ21060
181;lada;ЛАДА;lada.2106;2106;21061
181;lada;ЛАДА;lada.2106;2106;ВАЗ21061
181;lada;ЛАДА;lada.2106;2106;21063
181;lada;ЛАДА;lada.2106;2106;ВАЗ21063
181;lada;ЛАДА;lada.2106;2106;21065
181;lada;ЛАДА;lada.2106;2106;ВАЗ21065
182;lada;ЛАДА;lada.2107;2107;2107
182;lada;ЛАДА;lada.2107;2107;ВАЗ2107
182;lada;ЛАДА;lada.2107;2107;21070
182;lada;ЛАДА;lada.2107;2107;ВАЗ21070
182;lada;ЛАДА;lada.2107;2107;21073
182;lada;ЛАДА;lada.2107;2107;ВАЗ21073
182;lada;ЛАДА;lada.2107;2107;21074
182;lada;ЛАДА;lada.2107;2107;ВАЗ21074
182;lada;ЛАДА;lada.2107;2107;21074LADA2107
182;lada;ЛАДА;lada.2107;2107;21074LАDА2107
182;lada;ЛАДА;lada.2107;2107;21074ЛАДА2107
182;lada;ЛАДА;lada.2107;2107;210740
182;lada;ЛАДА;lada.2107;2107;ВАЗ210740
182;lada;ЛАДА;lada.2107;2107;210740ЛАДА2107
183;lada;ЛАДА;lada.2108;2108;2108
183;lada;ЛАДА;lada.2108;2108;ВАЗ2108
183;lada;ЛАДА;lada.2108;2108;21083
183;lada;ЛАДА;lada.2108;2108;ВАЗ21083
184;lada;ЛАДА;lada.2109;2109;2109
184;lada;ЛАДА;lada.2109;2109;ВАЗ2109
184;lada;ЛАДА;lada.2109;2109;21093
184;lada;ЛАДА;lada.2109;2109;ВАЗ21093
184;lada;ЛАДА;lada.2109;2109;ВАЗ210930
184;lada;ЛАДА;lada.2109;2109;210930
185;lada;ЛАДА;lada.2110;2110;2110
185;lada;ЛАДА;lada.2110;2110;ВАЗ2110
185;lada;ЛАДА;lada.2110;2110;21100
185;lada;ЛАДА;lada.2110;2110;ВАЗ21100
185;lada;ЛАДА;lada.2110;2110;21101
185;lada;ЛАДА;lada.2110;2110;ВАЗ21101
185;lada;ЛАДА;lada.2110;2110;21102
185;lada;ЛАДА;lada.2110;2110;ВАЗ21102
185;lada;ЛАДА;lada.2110;2110;21103
185;lada;ЛАДА;lada.2110;2110;ВАЗ21103
185;lada;ЛАДА;lada.2110;2110;21103М
185;lada;ЛАДА;lada.2110;2110;21104
185;lada;ЛАДА;lada.2110;2110;ВАЗ21104
185;lada;ЛАДА;lada.2110;2110;21104М
185;lada;ЛАДА;lada.2110;2110;21104LADA110LАDА110
186;lada;ЛАДА;lada.2111;2111;2111
186;lada;ЛАДА;lada.2111;2111;ВАЗ2111
186;lada;ЛАДА;lada.2111;2111;21110
186;lada;ЛАДА;lada.2111;2111;ВАЗ21110
186;lada;ЛАДА;lada.2111;2111;21111
186;lada;ЛАДА;lada.2111;2111;ВАЗ21111
186;lada;ЛАДА;lada.2111;2111;21112
186;lada;ЛАДА;lada.2111;2111;ВАЗ21112
186;lada;ЛАДА;lada.2111;2111;21113
186;lada;ЛАДА;lada.2111;2111;ВАЗ21113
186;lada;ЛАДА;lada.2111;2111;21114
186;lada;ЛАДА;lada.2111;2111;ВАЗ21114
186;lada;ЛАДА;lada.2111;2111;21116
186;lada;ЛАДА;lada.2111;2111;21116-04
187;lada;ЛАДА;lada.2112;2112;2112
187;lada;ЛАДА;lada.2112;2112;ВАЗ2112
187;lada;ЛАДА;lada.2112;2112;21120
187;lada;ЛАДА;lada.2112;2112;ВАЗ21120
187;lada;ЛАДА;lada.2112;2112;21121
187;lada;ЛАДА;lada.2112;2112;ВАЗ21121
187;lada;ЛАДА;lada.2112;2112;21122
187;lada;ЛАДА;lada.2112;2112;ВАЗ21122
187;lada;ЛАДА;lada.2112;2112;21123
187;lada;ЛАДА;lada.2112;2112;ВАЗ21123
187;lada;ЛАДА;lada.2112;2112;21124
187;lada;ЛАДА;lada.2112;2112;ВАЗ21124
187;lada;ЛАДА;lada.2112;2112;21124ЛАДА112
187;lada;ЛАДА;lada.2112;2112;211210
187;lada;ЛАДА;lada.2112;2112;ВАЗ211210
187;lada;ЛАДА;lada.2112;2112;211240
188;lada;ЛАДА;lada.2113;2113;2113
188;lada;ЛАДА;lada.2113;2113;ВАЗ2113
188;lada;ЛАДА;lada.2113;2113;211340
189;lada;ЛАДА;lada.2114;2114;2114
189;lada;ЛАДА;lada.2114;2114;ВАЗ2114
189;lada;ЛАДА;lada.2114;2114;21140
189;lada;ЛАДА;lada.2114;2114;21140LADASAMARA
189;lada;ЛАДА;lada.2114;2114;21140ЛАДАСАМАРА
189;lada;ЛАДА;lada.2114;2114;ВАЗ21140LАDАSАМАRА
189;lada;ЛАДА;lada.2114;2114;21144
189;lada;ЛАДА;lada.2114;2114;ВАЗ21144
189;lada;ЛАДА;lada.2114;2114;211440
189;lada;ЛАДА;lada.2114;2114;211440LADASAMARA
189;lada;ЛАДА;lada.2114;2114;211440ЛАДАСАМАРА
189;lada;ЛАДА;lada.2114;2114;21144LADASAMARA
189;lada;ЛАДА;lada.2114;2114;21144ЛАДАСАМАРА
189;lada;ЛАДА;lada.2114;2114;LАDА211440
190;lada;ЛАДА;lada.2115;2115;2115
190;lada;ЛАДА;lada.2115;2115;ВАЗ2115
190;lada;ЛАДА;lada.2115;2115;21150
190;lada;ЛАДА;lada.2115;2115;ВАЗ21150
190;lada;ЛАДА;lada.2115;2115;21150LADASAMARA
190;lada;ЛАДА;lada.2115;2115;21154
190;lada;ЛАДА;lada.2115;2115;211540
190;lada;ЛАДА;lada.2115;2115;211540ЛАДАСАМАРА
190;lada;ЛАДА;lada.2115;2115;21154LADASAMARA
191;lada;ЛАДА;lada.2121;2121;2121
191;lada;ЛАДА;lada.2121;2121;ВАЗ2121
191;lada;ЛАДА;lada.2121;2121;21213
191;lada;ЛАДА;lada.2121;2121;ВАЗ21213
191;lada;ЛАДА;lada.2121;2121;21214
191;lada;ЛАДА;lada.2121;2121;ВАЗ21214
191;lada;ЛАДА;lada.2121;2121;212140
191;lada;ЛАДА;lada.2121;2121;ВАЗ212140
192;lada;ЛАДА;lada.2131;2131;2131
192;lada;ЛАДА;lada.2131;2131;ВАЗ2131
192;lada;ЛАДА;lada.2131;2131;21310
192;lada;ЛАДА;lada.2131;2131;ВАЗ21310
192;lada;ЛАДА;lada.2131;2131;213100
192;lada;ЛАДА;lada.2131;2131;21312
192;lada;ЛАДА;lada.2131;2131;ВАЗ21312
193;lada;ЛАДА;lada.21099;21099;21099
193;lada;ЛАДА;lada.21099;21099;ВАЗ21099
194;lada;ЛАДА;lada.vesta;VESTA;VESTA
194;lada;ЛАДА;lada.vesta;VESTA;ВЕСТА
194;lada;ЛАДА;lada.vesta;VESTA;VESTASW
195;lada;ЛАДА;lada.vis_2349;ВИС 2349;ВИС2349
196;lada;ЛАДА;lada.granta;GRANTA;GRANTA
196;lada;ЛАДА;lada.granta;GRANTA;219000
196;lada;ЛАДА;lada.granta;GRANTA;219010
196;lada;ЛАДА;lada.granta;GRANTA;219050
196;lada;ЛАДА;lada.granta;GRANTA;219060
196;lada;ЛАДА;lada.granta;GRANTA;219068
196;lada;ЛАДА;lada.granta;GRANTA;219110
196;lada;ЛАДА;lada.granta;GRANTA;LАDА219010
196;lada;ЛАДА;lada.granta;GRANTA;LADA219010
196;lada;ЛАДА;lada.granta;GRANTA;LАDА219110LАDАGRАNТА
196;lada;ЛАДА;lada.granta;GRANTA;LАDА219110GRАNТА
196;lada;ЛАДА;lada.granta;GRANTA;LАDА219020
196;lada;ЛАДА;lada.granta;GRANTA;LАDА219120GRАNТА
196;lada;ЛАДА;lada.granta;GRANTA;FS045L2109060GRANTA
197;lada;ЛАДА;lada.xray;XRAY;XRAY
197;lada;ЛАДА;lada.xray;XRAY;XRAYGAB320
198;lada;ЛАДА;lada.kalina;KALINA;KALINA
198;lada;ЛАДА;lada.kalina;KALINA;КАЛИНА
198;lada;ЛАДА;lada.kalina;KALINA;ЛАДАКАЛИНА
198;lada;ЛАДА;lada.kalina;KALINA;11173
198;lada;ЛАДА;lada.kalina;KALINA;11183
198;lada;ЛАДА;lada.kalina;KALINA;11183ЛАДАКАЛИНА
198;lada;ЛАДА;lada.kalina;KALINA;11193
198;lada;ЛАДА;lada.kalina;KALINA;11193ЛАДАКАЛИНА
198;lada;ЛАДА;lada.kalina;KALINA;111930
198;lada;ЛАДА;lada.kalina;KALINA;11194
198;lada;ЛАДА;lada.kalina;KALINA;11194ЛАДАКАЛИНА
198;lada;ЛАДА;lada.kalina;KALINA;ВАЗ11193LАDАКАLINА
199;lada;ЛАДА;lada.largus;LARGUS;LARGUS
200;lada;ЛАДА;lada.niva;NIVA;NIVA
201;lada;ЛАДА;lada.niva_legend;NIVA LEGEND;NIVALEGEND
202;lada;ЛАДА;lada.1111_oka;1111 ОКА;1111ОКА
202;lada;ЛАДА;lada.1111_oka;1111 ОКА;1111
202;lada;ЛАДА;lada.1111_oka;1111 ОКА;11113
202;lada;ЛАДА;lada.1111_oka;1111 ОКА;111130
203;lada;ЛАДА;lada.priora;PRIORA;PRIORA
203;lada;ЛАДА;lada.priora;PRIORA;LADAPRIORA
203;lada;ЛАДА;lada.priora;PRIORA;ЛАДАПРИОРА
203;lada;ЛАДА;lada.priora;PRIORA;ПРИОРА
203;lada;ЛАДА;lada.priora;PRIORA;2170
203;lada;ЛАДА;lada.priora;PRIORA;21703
203;lada;ЛАДА;lada.priora;PRIORA;217030
203;lada;ЛАДА;lada.priora;PRIORA;217050
203;lada;ЛАДА;lada.priora;PRIORA;217030LADAPRIORA
203;lada;ЛАДА;lada.priora;PRIORA;21703LADAPRIORA
203;lada;ЛАДА;lada.priora;PRIORA;21703ЛАДАПРИОРА
203;lada;ЛАДА;lada.priora;PRIORA;2171
203;lada;ЛАДА;lada.priora;PRIORA;217130
203;lada;ЛАДА;lada.priora;PRIORA;217130LADAPRIORA
203;lada;ЛАДА;lada.priora;PRIORA;21713LADAPRIORA
203;lada;ЛАДА;lada.priora;PRIORA;21713ЛАДАПРИОРА
203;lada;ЛАДА;lada.priora;PRIORA;2172
203;lada;ЛАДА;lada.priora;PRIORA;217230
203;lada;ЛАДА;lada.priora;PRIORA;217230LАDАРRIОRА
203;lada;ЛАДА;lada.priora;PRIORA;217230ЛАДАПРИОРА
203;lada;ЛАДА;lada.priora;PRIORA;LАDА217230LАDАРRIОRА
204;ldv;ЛДВ;ldv.maxus;MAXUS;MAXUS
205;lexus;ЛЕКСУС;lexus.gx;GX;GX
205;lexus;ЛЕКСУС;lexus.gx;GX;GX460
205;lexus;ЛЕКСУС;lexus.gx;GX;LEXUSGX460
205;lexus;ЛЕКСУС;lexus.gx;GX;GX460URJ150LGKTZKW
205;lexus;ЛЕКСУС;lexus.gx;GX;GX470
206;lexus;ЛЕКСУС;lexus.es;ES;ES
206;lexus;ЛЕКСУС;lexus.es;ES;ES350
206;lexus;ЛЕКСУС;lexus.es;ES;ES250
207;lexus;ЛЕКСУС;lexus.lx;LX;LX
207;lexus;ЛЕКСУС;lexus.lx;LX;LX470
207;lexus;ЛЕКСУС;lexus.lx;LX;LX570
207;lexus;ЛЕКСУС;lexus.lx;LX;LX450D
207;lexus;ЛЕКСУС;lexus.lx;LX;LX450DVDJ201LGMTGZW
207;lexus;ЛЕКСУС;lexus.lx;LX;LX570URJ201LGNZGKW
208;lexus;ЛЕКСУС;lexus.nx;NX;NX
208;lexus;ЛЕКСУС;lexus.nx;NX;NX200
208;lexus;ЛЕКСУС;lexus.nx;NX;NX200T
208;lexus;ЛЕКСУС;lexus.nx;NX;NX300
209;lexus;ЛЕКСУС;lexus.rx;RX;RX
209;lexus;ЛЕКСУС;lexus.rx;RX;RX200T
209;lexus;ЛЕКСУС;lexus.rx;RX;RX300
209;lexus;ЛЕКСУС;lexus.rx;RX;RX300AGL25LAWTGZW
209;lexus;ЛЕКСУС;lexus.rx;RX;RX330
209;lexus;ЛЕКСУС;lexus.rx;RX;RX350
210;land_rover;ЛЕНД РОВЕР;land_rover.defender;DEFENDER;DEFENDER
211;land_rover;ЛЕНД РОВЕР;land_rover.discovery;DISCOVERY;DISCOVERY
211;land_rover;ЛЕНД РОВЕР;land_rover.discovery;DISCOVERY;ЛЕНДРОВЕРДИСКОВЕРИ 3
211;land_rover;ЛЕНД РОВЕР;land_rover.discovery;DISCOVERY;ДИСКАВЕРИ4
212;land_rover;ЛЕНД РОВЕР;land_rover.range_rover;RANGE ROVER;RANGEROVER
212;land_rover;ЛЕНД РОВЕР;land_rover.range_rover;RANGE ROVER;ЛАНДРОВЕРРЕНДЖРОВЕР
212;land_rover;ЛЕНД РОВЕР;land_rover.range_rover;RANGE ROVER;РЕЙНДЖРОВЕР
213;land_rover;ЛЕНД РОВЕР;land_rover.range_rover_sport;RANGE ROVER SPORT;RANGEROVERSPORT
213;land_rover;ЛЕНД РОВЕР;land_rover.range_rover_sport;RANGE ROVER SPORT;ЛЕНДРОВЕРСПОРТ
213;land_rover;ЛЕНД РОВЕР;land_rover.range_rover_sport;RANGE ROVER SPORT;РЕЙНДЖРОВЕРСПОРТ
213;land_rover;ЛЕНД РОВЕР;land_rover.range_rover_sport;RANGE ROVER SPORT;РЕНДЖРОВЕРСПОРТ
214;land_rover;ЛЕНД РОВЕР;land_rover.range_rover_evoque;RANGE ROVER EVOQUE;RANGEROVEREVOQUE
215;land_rover;ЛЕНД РОВЕР;land_rover.freelander;FREELANDER;FREELANDER
215;land_rover;ЛЕНД РОВЕР;land_rover.freelander;FREELANDER;FREELANDER2
215;land_rover;ЛЕНД РОВЕР;land_rover.freelander;FREELANDER;ФРИЛЕНДЕР
216;liaz;ЛИАЗ;liaz.4292;4292;4292
217;liaz;ЛИАЗ;liaz.5292;5292;5292
218;liaz;ЛИАЗ;liaz.6213;6213;6213
219;liaz;ЛИАЗ;liaz.6274;6274;6274
220;livan;ЛИВАН;livan.x3_pro;X3 PRO;X3PRO
221;livan;ЛИВАН;livan.x6_pro;X6 PRO;X6PRO
222;livan;ЛИВАН;livan.s6_pro;S6 PRO;S6PRO
223;lincoln;ЛИНКОЛЬН;lincoln.aviator;AVIATOR;AVIATOR
224;lincoln;ЛИНКОЛЬН;lincoln.navigator;NAVIGATOR;NAVIGATOR
225;lincoln;ЛИНКОЛЬН;lincoln.town_car;TOWN CAR;TOWNCAR
226;lixiang;ЛИСЯН;lixiang.l6;L6;L6
227;lixiang;ЛИСЯН;lixiang.l7;L7;L7
228;lixiang;ЛИСЯН;lixiang.l9;L9;L9
229;lifan;ЛИФАН;lifan.breez;BREEZ;BREEZ
229;lifan;ЛИФАН;lifan.breez;BREEZ;214801
229;lifan;ЛИФАН;lifan.breez;BREEZ;214811
230;lifan;ЛИФАН;lifan.x60;X60;X60
230;lifan;ЛИФАН;lifan.x60;X60;215800
231;lifan;ЛИФАН;lifan.smily;SMILY;SMILY
231;lifan;ЛИФАН;lifan.smily;SMILY;113300
232;lifan;ЛИФАН;lifan.solano;SOLANO;SOLANO
232;lifan;ЛИФАН;lifan.solano;SOLANO;SOLANOII
232;lifan;ЛИФАН;lifan.solano;SOLANO;214845
232;lifan;ЛИФАН;lifan.solano;SOLANO;214813
233;maz;МАЗ;maz.203;203;203
234;maz;МАЗ;maz.206;206;206
235;maz;МАЗ;maz.5440;5440;5440
236;maz;МАЗ;maz.6501;6501;6501
237;mazda;МАЗДА;mazda.3;3;3
238;mazda;МАЗДА;mazda.6;6;6
239;mazda;МАЗДА;mazda.bongo;BONGO;BONGO
239;mazda;МАЗДА;mazda.bongo;BONGO;БОНГО
240;mazda;МАЗДА;mazda.bt-50;BT-50;BT50
241;mazda;МАЗДА;mazda.titan;TITAN;TITAN
241;mazda;МАЗДА;mazda.titan;TITAN;ТИТАН
242;mazda;МАЗДА;mazda.cx-5;CX-5;CX5
242;mazda;МАЗДА;mazda.cx-5;CX-5;ЦИКС5
243;mazda;МАЗДА;mazda.cx-7;CX-7;CX7
243;mazda;МАЗДА;mazda.cx-7;CX-7;ЦИКС7
244;maserati;МАЗЕРАТИ;maserati.levante;LEVANTE;LEVANTE
245;man;МАН;man.lion’s_intercity;LION’S INTERCITY;LIONSINTERCITY
245;man;МАН;man.lion’s_intercity;LION’S INTERCITY;R60
245;man;МАН;man.lion’s_intercity;LION’S INTERCITY;LIONSINTERCITYR60
246;man;МАН;man.lion’s_coach;LION’S COACH;LIONSCOACH
246;man;МАН;man.lion’s_coach;LION’S COACH;LIОNSСОАСНLR08
247;man;МАН;man.le2000;LE/L 2000;LEL2000
248;man;МАН;man.tga;TGA;TGA
248;man;МАН;man.tga;TGA;ТГА
248;man;МАН;man.tga;TGA;TGA184804X2BLS
249;man;МАН;man.tgl;TGL;TGL
250;man;МАН;man.tgs;TGS;TGS
250;man;МАН;man.tgs;TGS;ТГС
251;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.a-class;A-CLASS;ACLASS
251;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.a-class;A-CLASS;A200
252;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.axor;AXOR;AXOR
252;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.axor;AXOR;АКСОР
253;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.actros;ACTROS;ACTROS
253;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.actros;ACTROS;1843
253;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.actros;ACTROS;1851
254;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.atego;ATEGO;ATEGO
255;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.b-class;B-CLASS;BCLASS
255;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.b-class;B-CLASS;B200TURBO
256;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.g-class;G-CLASS;GCLASS
256;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.g-class;G-CLASS;GCLASSG400D
256;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.g-class;G-CLASS;G500
257;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.v-class;V-CLASS;VCLASS
257;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.v-class;V-CLASS;V250D4MATIC
257;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.v-class;V-CLASS;V250BLUETEC
258;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.vito;VITO;VITO
258;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.vito;VITO;ВИТО
258;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.vito;VITO;ВИТО111
258;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.vito;VITO;ВИТОТАУРЕР119BLUETEC4X4
258;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.vito;VITO;МЕРСЕДЕСБЕНЦVITO111CDI
258;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.vito;VITO;МЕРСЕДЕСБЕНЦVIТО113СD
259;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.g-class_amg;G-CLASS AMG;GCLASSAMG
259;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.g-class_amg;G-CLASS AMG;AMGG63
259;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.g-class_amg;G-CLASS AMG;GCLASSAMGG63
260;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gl-class;GL-CLASS;GLCLASS
260;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gl-class;GL-CLASS;GL350BLUETEC
260;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gl-class;GL-CLASS;GL350BLUETEC4MATIC
260;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gl-class;GL-CLASS;GL350CDI4MATIC
260;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gl-class;GL-CLASS;GL4504MATIC
260;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gl-class;GL-CLASS;GL5004MATIC
261;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gle;GLE;GLE
261;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gle;GLE;MERCEDESBENZGLE
261;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gle;GLE;GLE300D4MATIC
261;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gle;GLE;GLE350D4MATIC
261;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gle;GLE;GLE350D4MATICGLE350D4M
262;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.glk-class;GLK-CLASS;GLKCLASS
262;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.glk-class;GLK-CLASS;GLK2504MATIC
263;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gls;GLS;GLS
263;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.gls;GLS;GLS350D4MATIC
264;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.glc;GLC;GLC
264;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.glc;GLC;GLC220D4MATIC
264;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.glc;GLC;GLC3004MATIC
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;ECLASS
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E200
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;МЕРСЕДЕСБЕНЦE2004MATIC
